date,open,high,low,close,volume
20251111,626.3711,627.9271,617.7835,625.4535,13302187
20251112,626.5008,627.3586,606.1936,607.4304,24493272
20251113,611.4798,616.048,601.436,608.3081,20973845
20251114,600.2291,612.0883,593.6562,607.8792,20724146
20251117,607.4553,610.1034,593.8557,600.4485,16501331
20251118,590.0655,602.0943,582.2658,596.1397,25500647
20251119,592.175,593.7859,579.7424,588.7889,24744703
20251120,601.9347,605.1463,581.8369,587.6219,20603024
20251121,586.9736,596.5686,580.3508,592.7087,21052624
20251124,597.1671,615.1004,596.08,611.4599,23554932
20251125,622.3815,635.3927,616.6963,634.5698,25212978
20251126,636.036,636.7042,629.9917,631.9666,15209481
20251128,634.4252,646.3691,633.8517,646.2694,11033198
20251201,637.8912,643.6462,636.1058,639.2077,13029922
20251202,640.6739,646.1896,636.415,645.4216,11640869
20251203,642.7386,647.1669,635.8963,637.941,11134305
20251204,674.2466,674.3464,658.338,659.8142,29874622
20251205,662.2777,672.94,660.6766,671.6733,21207861
20251208,667.6039,674.9548,663.345,665.0705,13160976
20251209,662.0434,662.7565,651.6454,655.256,12997116
20251210,648.2642,652.8124,641.7288,648.4437,16910883
20251211,641.6215,653.5804,639.1329,651.017,13056726
20251212,648.1146,709.1558,636.9536,642.559,14016915
20251215,644.5505,651.8375,637.5631,646.3573,15549088
20251216,642.3544,661.3605,642.055,655.9801,14309136
20251217,654.4429,660.0529,648.0443,648.3438,15598548
20251218,655.8554,669.3663,655.2914,663.2671,20260295
20251219,665.2336,669.8055,657.0083,657.5973,49977051
20251222,660.4671,672.3809,655.481,660.3224,15659385
20251223,658.875,664.8144,657.0782,663.7563,8486847
20251224,661.3506,666.9905,661.0211,666.3616,5627512
20251226,666.8707,667.759,660.1428,662.1092,7133813
20251229,656.8386,659.0746,653.225,657.5174,8506477
20251230,657.5174,671.0233,656.6689,664.7645,9187483
20251231,663.5666,663.8162,658.2661,658.9149,7940359
20260102,661.5452,663.2072,642.3544,649.2521,13726517
20260105,649.8511,663.357,646.5981,657.6172,12213745
20260106,658.3958,664.3352,650.7395,659.444,11074419
20260107,654.4728,657.9766,643.6621,647.5352,12846273
20260108,644.7302,645.95,634.5883,644.9099,11921708
20260109,644.286,653.7841,641.7056,651.8974,11634944
20260112,651.3634,652.8058,640.0835,640.8272,14797197
20260113,641.1266,641.1266,622.989,629.9665,18030395
20260114,625.3847,627.3312,613.7205,614.4242,15527875
20260115,617.379,623.0588,613.1365,619.6948,13076058
20260116,623.065,627.9601,618.9761,619.1458,17012516
20260120,606.7978,610.3116,598.9319,603.0445,15169565
20260121,605.6599,617.1694,599.0117,611.8688,14494655
20260122,628.2296,659.394,625.4346,646.4771,21394669
20260123,643.6222,665.3034,643.2978,657.5873,22797723
20260126,663.9409,674.0779,660.1083,671.1631,16327378
20260127,673.3891,675.6101,663.4768,671.772,13297350
20260128,673.2992,676.4711,664.9142,667.5395,25709600
20260129,736.1172,742.6755,711.2815,736.9957,59852903
